        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000009        0.00000009        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000013        0.00000013        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000022        0.00000024        0.00000002        0.00000000        0.00000000 
        0.00000000        0.00000000       -0.00000000        0.00000000        0.00000026        0.00000031        0.00000005        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000004        0.00000037        0.00000042        0.00000008        0.00000000        0.00000000 
       -0.00000000       -0.00000000        0.00000000        0.00000003        0.00000044        0.00000053        0.00000013        0.00000002        0.00000000 
       -0.00000000        0.00000000        0.00000002        0.00000008        0.00000057        0.00000067        0.00000019        0.00000003        0.00000000 
       -0.00000000        0.00000000        0.00000002        0.00000011        0.00000069        0.00000081        0.00000026        0.00000006        0.00000000 
        0.00000000        0.00000002        0.00000005        0.00000016        0.00000084        0.00000099        0.00000033        0.00000009        0.00000001 
        0.00000000        0.00000001        0.00000007        0.00000022        0.00000101        0.00000117        0.00000043        0.00000013        0.00000002 
        0.00000001        0.00000004        0.00000010        0.00000030        0.00000121        0.00000139        0.00000053        0.00000018        0.00000004 
        0.00000001        0.00000005        0.00000014        0.00000038        0.00000142        0.00000162        0.00000065        0.00000023        0.00000005 
        0.00000002        0.00000007        0.00000018        0.00000048        0.00000167        0.00000188        0.00000078        0.00000030        0.00000008 
        0.00000003        0.00000010        0.00000024        0.00000059        0.00000193        0.00000217        0.00000093        0.00000037        0.00000010 
        0.00000003        0.00000013        0.00000030        0.00000073        0.00000224        0.00000250        0.00000110        0.00000046        0.00000012 
        0.00000005        0.00000017        0.00000037        0.00000087        0.00000257        0.00000286        0.00000129        0.00000055        0.00000015 
        0.00000006        0.00000021        0.00000046        0.00000104        0.00000294        0.00000326        0.00000150        0.00000065        0.00000018 
        0.00000008        0.00000026        0.00000056        0.00000123        0.00000336        0.00000370        0.00000173        0.00000077        0.00000022 
        0.00000009        0.00000032        0.00000067        0.00000144        0.00000382        0.00000419        0.00000198        0.00000089        0.00000025 
        0.00000011        0.00000038        0.00000080        0.00000168        0.00000433        0.00000473        0.00000227        0.00000103        0.00000030 
        0.00000013        0.00000045        0.00000094        0.00000194        0.00000489        0.00000533        0.00000258        0.00000118        0.00000034 
        0.00000016        0.00000053        0.00000109        0.00000223        0.00000551        0.00000599        0.00000293        0.00000135        0.00000039 
        0.00000019        0.00000062        0.00000127        0.00000256        0.00000619        0.00000672        0.00000331        0.00000154        0.00000045 
        0.00000022        0.00000072        0.00000146        0.00000292        0.00000695        0.00000752        0.00000373        0.00000175        0.00000051 
        0.00000025        0.00000083        0.00000167        0.00000331        0.00000778        0.00000840        0.00000420        0.00000197        0.00000058 
        0.00000029        0.00000095        0.00000191        0.00000375        0.00000869        0.00000937        0.00000471        0.00000223        0.00000066 
        0.00000033        0.00000109        0.00000218        0.00000423        0.00000969        0.00001044        0.00000527        0.00000250        0.00000074 
        0.00000038        0.00000124        0.00000247        0.00000476        0.00001080        0.00001162        0.00000589        0.00000281        0.00000083 
        0.00000043        0.00000140        0.00000279        0.00000535        0.00001201        0.00001290        0.00000658        0.00000315        0.00000093 
        0.00000049        0.00000159        0.00000314        0.00000599        0.00001335        0.00001432        0.00000733        0.00000352        0.00000105 
        0.00000055        0.00000179        0.00000353        0.00000670        0.00001481        0.00001587        0.00000815        0.00000393        0.00000117 
        0.00000062        0.00000201        0.00000396        0.00000748        0.00001641        0.00001758        0.00000906        0.00000438        0.00000131 
        0.00000070        0.00000226        0.00000443        0.00000833        0.00001817        0.00001944        0.00001006        0.00000487        0.00000146 
        0.00000078        0.00000253        0.00000496        0.00000927        0.00002009        0.00002149        0.00001115        0.00000542        0.00000162 
        0.00000088        0.00000283        0.00000553        0.00001030        0.00002220        0.00002373        0.00001235        0.00000601        0.00000180 
        0.00000098        0.00000315        0.00000615        0.00001143        0.00002451        0.00002618        0.00001367        0.00000667        0.00000200 
