        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000009        0.00000009        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000013        0.00000013        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000022        0.00000024        0.00000002        0.00000000 
        0.00000000       -0.00000000        0.00000000        0.00000026        0.00000031        0.00000005        0.00000000 
        0.00000000        0.00000000        0.00000004        0.00000037        0.00000042        0.00000008        0.00000000 
       -0.00000000        0.00000000        0.00000003        0.00000044        0.00000053        0.00000013        0.00000002 
        0.00000000        0.00000002        0.00000008        0.00000057        0.00000067        0.00000019        0.00000003 
        0.00000000        0.00000002        0.00000011        0.00000069        0.00000081        0.00000026        0.00000006 
        0.00000001        0.00000005        0.00000016        0.00000084        0.00000098        0.00000033        0.00000008 
        0.00000001        0.00000007        0.00000023        0.00000101        0.00000117        0.00000042        0.00000011 
        0.00000003        0.00000010        0.00000030        0.00000121        0.00000138        0.00000053        0.00000014 
        0.00000004        0.00000014        0.00000038        0.00000142        0.00000162        0.00000064        0.00000017 
        0.00000005        0.00000018        0.00000048        0.00000167        0.00000188        0.00000076        0.00000021 
        0.00000007        0.00000023        0.00000059        0.00000193        0.00000217        0.00000090        0.00000024 
        0.00000008        0.00000028        0.00000072        0.00000223        0.00000248        0.00000105        0.00000029 
        0.00000010        0.00000035        0.00000087        0.00000257        0.00000284        0.00000122        0.00000034 
        0.00000013        0.00000042        0.00000103        0.00000293        0.00000322        0.00000140        0.00000040 
        0.00000015        0.00000051        0.00000121        0.00000334        0.00000365        0.00000160        0.00000046 
        0.00000018        0.00000061        0.00000142        0.00000379        0.00000412        0.00000182        0.00000052 
        0.00000021        0.00000071        0.00000164        0.00000429        0.00000465        0.00000207        0.00000059 
        0.00000024        0.00000083        0.00000189        0.00000484        0.00000522        0.00000234        0.00000068 
        0.00000028        0.00000096        0.00000217        0.00000544        0.00000585        0.00000264        0.00000076 
        0.00000033        0.00000110        0.00000247        0.00000610        0.00000654        0.00000297        0.00000086 
        0.00000038        0.00000126        0.00000281        0.00000683        0.00000730        0.00000333        0.00000097 
        0.00000043        0.00000144        0.00000317        0.00000762        0.00000814        0.00000373        0.00000109 
        0.00000049        0.00000164        0.00000358        0.00000850        0.00000906        0.00000417        0.00000122 
        0.00000055        0.00000185        0.00000402        0.00000946        0.00001007        0.00000465        0.00000136 
        0.00000062        0.00000209        0.00000451        0.00001052        0.00001118        0.00000518        0.00000152 
        0.00000070        0.00000235        0.00000504        0.00001168        0.00001240        0.00000576        0.00000170 
