        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000005        0.00000005        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000008        0.00000007        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000014        0.00000013        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000       -0.00000000        0.00000001        0.00000019        0.00000021        0.00000003        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000       -0.00000000        0.00000000        0.00000003        0.00000026        0.00000028        0.00000004        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000       -0.00000000        0.00000000        0.00000003        0.00000032        0.00000037        0.00000009        0.00000001        0.00000000        0.00000000        0.00000000 
        0.00000000       -0.00000000        0.00000000        0.00000002        0.00000007        0.00000041        0.00000047        0.00000013        0.00000002        0.00000000        0.00000000        0.00000000 
        0.00000000       -0.00000000        0.00000000        0.00000002        0.00000008        0.00000050        0.00000058        0.00000019        0.00000005        0.00000001        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000001        0.00000004        0.00000013        0.00000062        0.00000071        0.00000025        0.00000007        0.00000001        0.00000000        0.00000000 
        0.00000000        0.00000001        0.00000002        0.00000006        0.00000017        0.00000075        0.00000085        0.00000031        0.00000010        0.00000002        0.00000000        0.00000000 
        0.00000000        0.00000001        0.00000003        0.00000009        0.00000024        0.00000090        0.00000101        0.00000039        0.00000014        0.00000004        0.00000001        0.00000000 
        0.00000000        0.00000002        0.00000005        0.00000013        0.00000031        0.00000108        0.00000119        0.00000048        0.00000019        0.00000006        0.00000001        0.00000000 
        0.00000000        0.00000002        0.00000007        0.00000017        0.00000040        0.00000127        0.00000139        0.00000058        0.00000024        0.00000008        0.00000002        0.00000000 
        0.00000001        0.00000004        0.00000010        0.00000022        0.00000050        0.00000148        0.00000161        0.00000069        0.00000029        0.00000011        0.00000004        0.00000001 
        0.00000001        0.00000005        0.00000013        0.00000028        0.00000060        0.00000172        0.00000185        0.00000082        0.00000036        0.00000015        0.00000005        0.00000001 
        0.00000002        0.00000008        0.00000017        0.00000035        0.00000073        0.00000198        0.00000213        0.00000096        0.00000044        0.00000019        0.00000007        0.00000002 
        0.00000003        0.00000010        0.00000022        0.00000042        0.00000087        0.00000227        0.00000243        0.00000112        0.00000052        0.00000023        0.00000009        0.00000003 
        0.00000004        0.00000013        0.00000027        0.00000051        0.00000103        0.00000260        0.00000276        0.00000130        0.00000062        0.00000028        0.00000012        0.00000003 
