        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000003        0.00000003        0.00000000 
        0.00000000        0.00000000       -0.00000001        0.00000003        0.00000006        0.00000002 
        0.00000000        0.00000000       -0.00000000        0.00000007        0.00000010        0.00000003 
        0.00000000        0.00000000        0.00000000        0.00000010        0.00000014        0.00000004 
        0.00000000        0.00000000        0.00000001        0.00000012        0.00000017        0.00000005 
       -0.00000000       -0.00000000        0.00000001        0.00000011        0.00000017        0.00000006 
        0.00000000        0.00000000        0.00000001        0.00000012        0.00000016        0.00000004 
        0.00000000        0.00000001        0.00000001        0.00000013        0.00000016        0.00000004 
        0.00000000        0.00000001        0.00000002        0.00000014        0.00000018        0.00000005 
        0.00000000        0.00000001        0.00000002        0.00000016        0.00000021        0.00000006 
        0.00000000        0.00000001        0.00000003        0.00000018        0.00000024        0.00000007 
        0.00000000        0.00000001        0.00000003        0.00000021        0.00000026        0.00000008 
        0.00000000        0.00000002        0.00000004        0.00000023        0.00000030        0.00000009 
        0.00000001        0.00000002        0.00000004        0.00000026        0.00000033        0.00000010 
        0.00000001        0.00000002        0.00000005        0.00000029        0.00000037        0.00000011 
        0.00000001        0.00000003        0.00000005        0.00000033        0.00000041        0.00000012 
        0.00000001        0.00000003        0.00000006        0.00000036        0.00000045        0.00000013 
        0.00000001        0.00000003        0.00000007        0.00000040        0.00000050        0.00000015 
        0.00000001        0.00000004        0.00000008        0.00000044        0.00000055        0.00000016 
        0.00000001        0.00000004        0.00000008        0.00000049        0.00000061        0.00000018 
        0.00000001        0.00000005        0.00000009        0.00000054        0.00000068        0.00000020 
        0.00000001        0.00000005        0.00000010        0.00000060        0.00000075        0.00000022 
        0.00000002        0.00000006        0.00000012        0.00000066        0.00000083        0.00000025 
        0.00000002        0.00000006        0.00000013        0.00000073        0.00000091        0.00000027 
        0.00000002        0.00000007        0.00000014        0.00000081        0.00000101        0.00000030 
        0.00000002        0.00000008        0.00000016        0.00000089        0.00000111        0.00000033 
        0.00000003        0.00000009        0.00000018        0.00000098        0.00000123        0.00000036 
        0.00000003        0.00000010        0.00000020        0.00000108        0.00000135        0.00000040 
        0.00000003        0.00000011        0.00000022        0.00000119        0.00000148        0.00000044 
        0.00000003        0.00000012        0.00000024        0.00000131        0.00000163        0.00000048 
        0.00000004        0.00000013        0.00000026        0.00000144        0.00000179        0.00000053 
        0.00000004        0.00000014        0.00000029        0.00000158        0.00000197        0.00000059 
        0.00000005        0.00000016        0.00000032        0.00000174        0.00000216        0.00000064 
        0.00000005        0.00000017        0.00000035        0.00000191        0.00000237        0.00000071 
        0.00000006        0.00000019        0.00000039        0.00000209        0.00000260        0.00000077 
        0.00000006        0.00000021        0.00000043        0.00000230        0.00000285        0.00000085 
        0.00000007        0.00000023        0.00000047        0.00000251        0.00000312        0.00000093 
        0.00000008        0.00000026        0.00000052        0.00000275        0.00000342        0.00000102 
        0.00000008        0.00000028        0.00000057        0.00000301        0.00000374        0.00000111 
        0.00000009        0.00000031        0.00000063        0.00000330        0.00000409        0.00000122 
        0.00000010        0.00000034        0.00000069        0.00000360        0.00000447        0.00000133 
        0.00000011        0.00000037        0.00000076        0.00000394        0.00000488        0.00000145 
        0.00000012        0.00000041        0.00000083        0.00000430        0.00000532        0.00000159 
        0.00000013        0.00000045        0.00000091        0.00000469        0.00000581        0.00000173 
        0.00000014        0.00000049        0.00000100        0.00000512        0.00000633        0.00000189 
        0.00000016        0.00000054        0.00000109        0.00000558        0.00000690        0.00000206 
        0.00000017        0.00000059        0.00000119        0.00000608        0.00000752        0.00000224 
