        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000004        0.00000004        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000006        0.00000006        0.00000000        0.00000000        0.00000000 
        0.00000000       -0.00000000        0.00000011        0.00000013        0.00000002        0.00000000        0.00000000 
       -0.00000000        0.00000000        0.00000016        0.00000019        0.00000005        0.00000001        0.00000000 
       -0.00000000        0.00000001        0.00000020        0.00000026        0.00000009        0.00000002        0.00000000 
       -0.00000000        0.00000000        0.00000025        0.00000034        0.00000014        0.00000004        0.00000001 
        0.00000000        0.00000003        0.00000032        0.00000042        0.00000018        0.00000007        0.00000001 
        0.00000001        0.00000005        0.00000040        0.00000051        0.00000023        0.00000010        0.00000003 
        0.00000001        0.00000007        0.00000048        0.00000062        0.00000029        0.00000013        0.00000004 
        0.00000003        0.00000011        0.00000058        0.00000074        0.00000036        0.00000017        0.00000005 
        0.00000004        0.00000014        0.00000069        0.00000087        0.00000044        0.00000021        0.00000006 
        0.00000005        0.00000019        0.00000082        0.00000101        0.00000052        0.00000025        0.00000007 
        0.00000006        0.00000025        0.00000097        0.00000118        0.00000061        0.00000030        0.00000009 
        0.00000008        0.00000030        0.00000112        0.00000135        0.00000071        0.00000035        0.00000010 
        0.00000010        0.00000037        0.00000129        0.00000154        0.00000083        0.00000041        0.00000012 
        0.00000011        0.00000044        0.00000148        0.00000175        0.00000095        0.00000047        0.00000014 
        0.00000013        0.00000051        0.00000168        0.00000198        0.00000108        0.00000054        0.00000017 
        0.00000016        0.00000060        0.00000191        0.00000223        0.00000123        0.00000062        0.00000019 
        0.00000018        0.00000069        0.00000215        0.00000251        0.00000139        0.00000071        0.00000022 
        0.00000021        0.00000080        0.00000242        0.00000281        0.00000157        0.00000080        0.00000025 
        0.00000025        0.00000091        0.00000272        0.00000315        0.00000176        0.00000090        0.00000028 
        0.00000028        0.00000103        0.00000304        0.00000351        0.00000197        0.00000101        0.00000031 
        0.00000032        0.00000117        0.00000340        0.00000391        0.00000220        0.00000113        0.00000035 
        0.00000036        0.00000132        0.00000379        0.00000435        0.00000245        0.00000126        0.00000039 
        0.00000041        0.00000148        0.00000421        0.00000483        0.00000273        0.00000141        0.00000044 
        0.00000046        0.00000166        0.00000468        0.00000536        0.00000303        0.00000157        0.00000049 
        0.00000052        0.00000185        0.00000520        0.00000594        0.00000337        0.00000174        0.00000054 
        0.00000058        0.00000207        0.00000576        0.00000658        0.00000374        0.00000194        0.00000060 
        0.00000065        0.00000230        0.00000638        0.00000727        0.00000414        0.00000215        0.00000067 
        0.00000072        0.00000256        0.00000705        0.00000804        0.00000458        0.00000238        0.00000074 
