        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000004        0.00000004        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000006        0.00000007        0.00000002        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000010        0.00000012        0.00000003        0.00000000        0.00000000 
       -0.00000001       -0.00000001        0.00000013        0.00000018        0.00000007        0.00000002        0.00000000 
       -0.00000000        0.00000001        0.00000015        0.00000021        0.00000011        0.00000005        0.00000001 
        0.00000000        0.00000002        0.00000018        0.00000025        0.00000014        0.00000007        0.00000002 
        0.00000001        0.00000002        0.00000022        0.00000030        0.00000017        0.00000009        0.00000003 
        0.00000001        0.00000004        0.00000027        0.00000036        0.00000020        0.00000010        0.00000003 
        0.00000001        0.00000006        0.00000032        0.00000042        0.00000023        0.00000012        0.00000004 
        0.00000002        0.00000008        0.00000038        0.00000048        0.00000027        0.00000014        0.00000004 
        0.00000003        0.00000011        0.00000044        0.00000055        0.00000031        0.00000016        0.00000005 
        0.00000003        0.00000013        0.00000051        0.00000063        0.00000036        0.00000019        0.00000006 
        0.00000004        0.00000017        0.00000059        0.00000072        0.00000041        0.00000022        0.00000007 
        0.00000005        0.00000020        0.00000067        0.00000081        0.00000047        0.00000025        0.00000008 
        0.00000006        0.00000023        0.00000076        0.00000091        0.00000053        0.00000028        0.00000009 
        0.00000007        0.00000027        0.00000085        0.00000102        0.00000060        0.00000032        0.00000010 
        0.00000008        0.00000031        0.00000096        0.00000114        0.00000067        0.00000036        0.00000011 
        0.00000009        0.00000035        0.00000107        0.00000127        0.00000075        0.00000040        0.00000013 
        0.00000011        0.00000040        0.00000120        0.00000141        0.00000083        0.00000045        0.00000014 
        0.00000012        0.00000045        0.00000134        0.00000157        0.00000093        0.00000050        0.00000016 
        0.00000014        0.00000051        0.00000149        0.00000174        0.00000103        0.00000055        0.00000017 
        0.00000016        0.00000057        0.00000165        0.00000193        0.00000114        0.00000061        0.00000019 
        0.00000018        0.00000064        0.00000184        0.00000214        0.00000127        0.00000068        0.00000022 
        0.00000020        0.00000071        0.00000203        0.00000237        0.00000140        0.00000075        0.00000024 
        0.00000022        0.00000080        0.00000225        0.00000262        0.00000155        0.00000084        0.00000027 
        0.00000025        0.00000089        0.00000249        0.00000289        0.00000172        0.00000092        0.00000029 
        0.00000028        0.00000098        0.00000275        0.00000319        0.00000190        0.00000102        0.00000032 
        0.00000031        0.00000109        0.00000304        0.00000352        0.00000209        0.00000113        0.00000036 
        0.00000034        0.00000121        0.00000336        0.00000388        0.00000231        0.00000125        0.00000040 
        0.00000038        0.00000134        0.00000370        0.00000428        0.00000255        0.00000137        0.00000044 
