        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
       -0.00000123        0.00000000        0.00000000        0.00000000        0.00000123        0.00000126        0.00000000        0.00000000 
       -0.00000199        0.00000000        0.00000000        0.00000000        0.00000199        0.00000203        0.00000000        0.00000000 
       -0.00000354       -0.00000035        0.00000000        0.00000035        0.00000353        0.00000325        0.00000001        0.00000000 
       -0.00000536       -0.00000074       -0.00000000        0.00000074        0.00000534        0.00000508        0.00000038        0.00000000 
       -0.00000772       -0.00000125       -0.00000000        0.00000125        0.00000766        0.00000731        0.00000077        0.00000001 
       -0.00001130       -0.00000248       -0.00000000        0.00000247        0.00001117        0.00001046        0.00000127        0.00000002 
       -0.00001569       -0.00000384       -0.00000000        0.00000381        0.00001545        0.00001460        0.00000215        0.00000005 
       -0.00002155       -0.00000573       -0.00000000        0.00000565        0.00002113        0.00001990        0.00000349        0.00000041 
       -0.00002907       -0.00000819       -0.00000001        0.00000804        0.00002842        0.00002681        0.00000521        0.00000074 
       -0.00003869       -0.00001139       -0.00000003        0.00001111        0.00003772        0.00003560        0.00000753        0.00000128 
       -0.00005098       -0.00001549       -0.00000007        0.00001504        0.00004956        0.00004685        0.00001052        0.00000213 
       -0.00006650       -0.00002077       -0.00000014        0.00002006        0.00006450        0.00006114        0.00001450        0.00000322 
       -0.00008600       -0.00002752       -0.00000024        0.00002644        0.00008323        0.00007906        0.00001971        0.00000479 
       -0.00011038       -0.00003609       -0.00000039        0.00003451        0.00010661        0.00010147        0.00002638        0.00000689 
       -0.00014066       -0.00004692       -0.00000059        0.00004467        0.00013559        0.00012929        0.00003493        0.00000964 
       -0.00017806       -0.00006053       -0.00000088        0.00005737        0.00017132        0.00016365        0.00004577        0.00001326 
       -0.00022399       -0.00007751       -0.00000127        0.00007318        0.00021510        0.00020581        0.00005945        0.00001793 
       -0.00028003       -0.00009860       -0.00000179        0.00009272        0.00026844        0.00025724        0.00007664        0.00002397 
       -0.00034800       -0.00012458       -0.00000248        0.00011672        0.00033300        0.00031960        0.00009804        0.00003173 
       -0.00042997       -0.00015645       -0.00000338        0.00014603        0.00041069        0.00039477        0.00012455        0.00004154 
       -0.00052821       -0.00019528       -0.00000453        0.00018161        0.00050361        0.00048483        0.00015721        0.00005393 
       -0.00064525       -0.00024230       -0.00000602        0.00022453        0.00061407        0.00059211        0.00019718        0.00006946 
       -0.00078383       -0.00029889       -0.00000791        0.00027597        0.00074456        0.00071911        0.00024583        0.00008880 
